evaluation,de-identified
2.25.202117493279471771484973335655931821558,1.3.6.1.4.1.14519.5.2.1.8700.9668.871968351199168642531101120705
2.25.202249084523014150837247516706204138998,1.3.6.1.4.1.14519.5.2.1.8700.9668.295292350953585068655245161131
2.25.202427468711619079849947820748984401398,1.3.6.1.4.1.14519.5.2.1.8700.9668.127806553205034262583449262727
2.25.202439228151640259534255142509813022198,1.3.6.1.4.1.14519.5.2.1.8700.9668.131029359850397112978511687183
2.25.202454704580905795929960665385071656438,1.3.6.1.4.1.14519.5.2.1.8700.9668.243584259753823548369606578975
2.25.202458008395282640752838316167800667638,1.3.6.1.4.1.14519.5.2.1.8700.9668.292897993332217574351809875544
2.25.202491499724140670573625859066486701558,1.3.6.1.4.1.14519.5.2.1.8700.9668.240701620051841893502096299777
2.25.202512223830750339267731890325295840758,1.3.6.1.4.1.14519.5.2.1.8700.9668.152083707124894145956100672933
2.25.202587367781486993278722487084992019958,1.3.6.1.4.1.14519.5.2.1.8700.9668.151990800763752435834876091313
2.25.202638583638721901745794769668527472118,1.3.6.1.4.1.14519.5.2.1.8700.9668.197530085975323547908408977170
2.25.202669620875246052228725352543351848438,1.3.6.1.4.1.14519.5.2.1.8700.9668.835338584808698074227927695027
2.25.202720220337376599719251157354953686518,1.3.6.1.4.1.14519.5.2.1.8700.9668.214811684201285979726679784891
2.25.202760830316636536190771480177577410038,1.3.6.1.4.1.14519.5.2.1.8700.9668.192209117321569797050139260294
2.25.202866841559488747587688521660324494838,1.3.6.1.4.1.14519.5.2.1.8700.9668.180437802446972316504839196108
2.25.202909556631026688062658704945708645878,1.3.6.1.4.1.14519.5.2.1.8700.9668.203190662577998510574608675857
2.25.202943387452561091506132836180221869558,1.3.6.1.4.1.14519.5.2.1.8700.9668.147116681808723100893581946654
2.25.202996046054635384726792697199092940278,1.3.6.1.4.1.14519.5.2.1.8700.9668.380113025348650277567446257015
2.25.203122360306413501502861460254553128438,1.3.6.1.4.1.14519.5.2.1.8700.9668.320948529868902461107097881361
2.25.203183692411579043811879374497387232758,1.3.6.1.4.1.14519.5.2.1.8700.9668.747319232133508534155469484119
2.25.203254941901987309159355560604204645878,1.3.6.1.4.1.14519.5.2.1.8700.9668.219347195810090024507272056287
2.25.203321594178265684318642881323303812598,1.3.6.1.4.1.14519.5.2.1.8700.9668.294196318487602536799437721643
2.25.204741403653024996094453049588459355638,1.3.6.1.4.1.14519.5.2.1.8700.9668.247889757415096339439108728897
2.25.204758911888518210799096158898324356598,1.3.6.1.4.1.14519.5.2.1.8700.9668.225560432104766833056635912196
2.25.204922629359678499197621146085018418678,1.3.6.1.4.1.14519.5.2.1.8700.9668.120902297301775292806092855540
2.25.204987248641306758334005816466351963638,1.3.6.1.4.1.14519.5.2.1.8700.9668.338155423011576741435676615636
2.25.205110890527163268973967549284367318518,1.3.6.1.4.1.14519.5.2.1.8700.9668.199293816457139181422709885213
2.25.205124967787078803461471170173463018998,1.3.6.1.4.1.14519.5.2.1.8700.9668.106812864599854602911080467505
2.25.205129320582327337144178559478094478838,1.3.6.1.4.1.14519.5.2.1.8700.9668.830450176915177051496467526845
2.25.205280250628057823278615948671204310518,1.3.6.1.4.1.14519.5.2.1.8700.9668.276376248579126912549470092804
2.25.205296251547759204104236340807414169078,1.3.6.1.4.1.14519.5.2.1.8700.9668.267584610906536880760346684555
2.25.205363347105606846572492497404915465718,1.3.6.1.4.1.14519.5.2.1.8700.9668.211459286025672923628616145568
2.25.205385878010462653064817349433512017398,1.3.6.1.4.1.14519.5.2.1.8700.9668.237873523049255942324031163824
2.25.205553451120151698137331326436549180918,1.3.6.1.4.1.14519.5.2.1.8700.9668.120033296762028552439729245805
2.25.205556470109284304179915328428776734198,1.3.6.1.4.1.14519.5.2.1.8700.9668.181177721004256682344896483159
2.25.205616288164264198897441830046719917558,1.3.6.1.4.1.14519.5.2.1.8700.9668.195248070451294251454828626784
2.25.205636105504553891836204103195017461238,1.3.6.1.4.1.14519.5.2.1.8700.9668.224524427201820562786126826180
2.25.205659591901049620356440333363655065078,1.3.6.1.4.1.14519.5.2.1.8700.9668.286050685548524597482896971994
2.25.205668893683469607560995503391144263158,1.3.6.1.4.1.14519.5.2.1.8700.9668.182672593331701999556595689994
2.25.205739322370114225129934220382636195318,1.3.6.1.4.1.14519.5.2.1.8700.9668.339297865826323059887571218617
2.25.205771767094945441518822152565738290678,1.3.6.1.4.1.14519.5.2.1.8700.9668.137904005121427436730544198182
2.25.205802782939865713150381585183696076278,1.3.6.1.4.1.14519.5.2.1.8700.9668.255528347075901908166105950632
2.25.205982811508983625719408643231165562358,1.3.6.1.4.1.14519.5.2.1.8700.9668.339516377160891911308363468805
2.25.205994902122724115028647106005706587638,1.3.6.1.4.1.14519.5.2.1.8700.9668.294415237045418888661301067015
2.25.207384181817340180184608978045039656438,1.3.6.1.4.1.14519.5.2.1.8700.9668.153590778364096883029575602347
2.25.207433971171509019322282888869749308918,1.3.6.1.4.1.14519.5.2.1.8700.9668.252706352178793296059303215525
2.25.207485875125335364175127171382493429238,1.3.6.1.4.1.14519.5.2.1.8700.9668.241952703943202842851521617578
2.25.207506439191056754055271263682522889718,1.3.6.1.4.1.14519.5.2.1.8700.9668.608753884180707242669552652962
2.25.207729345645586573912482259748194467318,1.3.6.1.4.1.14519.5.2.1.8700.9668.982750165574966186201624790889
2.25.207805929568176924677808619169188003318,1.3.6.1.4.1.14519.5.2.1.8700.9668.113158063087556482241595504125
2.25.207865620858096796572394971116810649078,1.3.6.1.4.1.14519.5.2.1.8700.9668.131341343651504489081611257853
2.25.207904729067536275163396208313855753718,1.3.6.1.4.1.14519.5.2.1.8700.9668.117741357912515065800541120965
2.25.208113005645717023539348868521378037238,1.3.6.1.4.1.14519.5.2.1.8700.9668.126667272894726408506786525849
2.25.208201889740537713843086625640661237238,1.3.6.1.4.1.14519.5.2.1.8700.9668.289971469075121419444630726617
2.25.208263483694780365795740286546251202038,1.3.6.1.4.1.14519.5.2.1.8700.9668.256382491767477786957067369715
2.25.208272406370442722245440071465938042358,1.3.6.1.4.1.14519.5.2.1.8700.9668.160617433629585698214590003690
2.25.208294217487442086646257886147745791478,1.3.6.1.4.1.14519.5.2.1.8700.9668.149157402022206787346669477942
2.25.208336416387501246689068647494293503478,1.3.6.1.4.1.14519.5.2.1.8700.9668.266558543912052997873766160718
2.25.208415356555644771675795038912370032118,1.3.6.1.4.1.14519.5.2.1.8700.9668.316148919121852534143603341892
2.25.208429862836060320904686728841956802038,1.3.6.1.4.1.14519.5.2.1.8700.9668.132164474820821262286276003759
2.25.210021724980817234258658413085101506038,1.3.6.1.4.1.14519.5.2.1.8700.9668.208691696557445476045446139291
2.25.210040541810663352905032463935978998,1.3.6.1.4.1.14519.5.2.1.8700.9668.176588061381553437284494316264
2.25.210059028372714637908049269350957956598,1.3.6.1.4.1.14519.5.2.1.8700.9668.255604376830771021417271477428
2.25.210189276302761587908479551863552327158,1.3.6.1.4.1.14519.5.2.1.8700.9668.240135319210138662297441644469
2.25.210352914149618549471345257538576301558,1.3.6.1.4.1.14519.5.2.1.8700.9668.225460336150472928475982142109
2.25.210413343846013054309557981315816078838,1.3.6.1.4.1.14519.5.2.1.8700.9668.338320367736288499071467197781
2.25.210454347193099874103514456084153220598,1.3.6.1.4.1.14519.5.2.1.8700.9668.493292860204880952302807128270
2.25.210700481364174813407899439397464554998,1.3.6.1.4.1.14519.5.2.1.8700.9668.438823866539099550934263232999
2.25.210836305768440329903731243501003324918,1.3.6.1.4.1.14519.5.2.1.8700.9668.709564455563495587068893768864
2.25.210894498853807057059693701532525116918,1.3.6.1.4.1.14519.5.2.1.8700.9668.285490730163002847968509808488
2.25.211301765281099444317267994693431049718,1.3.6.1.4.1.14519.5.2.1.8700.9668.670673998381376729506237387736
2.25.212776363010941432739132538438842695158,1.3.6.1.4.1.14519.5.2.1.8700.9668.218416844263909243971768044625
2.25.212848407159819716157914787791481978358,1.3.6.1.4.1.14519.5.2.1.8700.9668.117564154839182120589593979669
2.25.212910526396779837683126693893462670838,1.3.6.1.4.1.14519.5.2.1.8700.9668.432817208280053825368174651799
2.25.212935961013791791963424349307839036918,1.3.6.1.4.1.14519.5.2.1.8700.9668.235638813329988134503135111728
2.25.212951093592832016451904716202353212918,1.3.6.1.4.1.14519.5.2.1.8700.9668.270074642377342649284537215217
2.25.212955638516374647225630769851064237558,1.3.6.1.4.1.14519.5.2.1.8700.9668.335164400794092452975461126762
2.25.213074436392375035743992033391956049398,1.3.6.1.4.1.14519.5.2.1.8700.9668.284837019890761622733827818625
2.25.213097794043106678584679674051674357238,1.3.6.1.4.1.14519.5.2.1.8700.9668.175859527238802035769195903003
2.25.213209411470738399326124834704347217398,1.3.6.1.4.1.14519.5.2.1.8700.9668.311596803672227427076301360168
2.25.213235777414800708783710902227859783158,1.3.6.1.4.1.14519.5.2.1.8700.9668.222321144583610327125518977539
2.25.213313476869919260390910578747674050038,1.3.6.1.4.1.14519.5.2.1.8700.9668.224807524072643540747235078470
2.25.213322505315178573383501051048534588918,1.3.6.1.4.1.14519.5.2.1.8700.9668.339022909500597962447901571051
2.25.213329304279944734977631641022632672758,1.3.6.1.4.1.14519.5.2.1.8700.9668.255649061528742986281967823371
2.25.213357630328747647334929772823476551158,1.3.6.1.4.1.14519.5.2.1.8700.9668.260494166211288787947946187074
2.25.213433658069637147964606225565938728438,1.3.6.1.4.1.14519.5.2.1.8700.9668.137303113164856348546420079179
2.25.213437445571946142371264884934484540918,1.3.6.1.4.1.14519.5.2.1.8700.9668.256027508813887288139540478345
2.25.213456613241303218342458891022389329398,1.3.6.1.4.1.14519.5.2.1.8700.9668.145713705519489928969498168215
2.25.213517586839033383605349194478848163318,1.3.6.1.4.1.14519.5.2.1.8700.9668.274455120453816502766202426278
2.25.21363919526756359215569094496233307638,1.3.6.1.4.1.14519.5.2.1.8700.9668.127881041901344534587030441573
2.25.213724465832427380358386704571086519798,1.3.6.1.4.1.14519.5.2.1.8700.9668.248513854595462380194754438308
2.25.213936618648459139117056128916378992118,1.3.6.1.4.1.14519.5.2.1.8700.9668.332953087114825317665786259801
2.25.213945260856426195071000832690481642998,1.3.6.1.4.1.14519.5.2.1.8700.9668.814900600832519489442870290440
2.25.21410571445689633485474300980509654518,1.3.6.1.4.1.14519.5.2.1.8700.9668.208937974197273318942424755003
2.25.21525453469757754488950003611656109558,1.3.6.1.4.1.14519.5.2.1.8700.9668.210330369792132758772230608718
2.25.21544741565921852141937151886365408758,1.3.6.1.4.1.14519.5.2.1.8700.9668.299345508076662412221915198338
2.25.215452953378172829420643263647107890678,1.3.6.1.4.1.14519.5.2.1.8700.9668.271215582434373454381756397275
2.25.21561955072650513783244413212735159798,1.3.6.1.4.1.14519.5.2.1.8700.9668.114923078895497165480995121685
2.25.215665613650585492042394974641402265078,1.3.6.1.4.1.14519.5.2.1.8700.9668.274102592876716648898720263893
2.25.215921349086534722470531231578335067638,1.3.6.1.4.1.14519.5.2.1.8700.9668.150419856172299623379466405957
2.25.215936296667815476151783317547725209078,1.3.6.1.4.1.14519.5.2.1.8700.9668.143951209258015232791761186080
2.25.215950271327260554666969754797405224438,1.3.6.1.4.1.14519.5.2.1.8700.9668.203645657650257216432323233050
2.25.216054425065842619136491915642236681718,1.3.6.1.4.1.14519.5.2.1.8700.9668.119597542009762626205858435635
2.25.216060610804630920324649531586159164918,1.3.6.1.4.1.14519.5.2.1.8700.9668.238636590053067505309991672340
2.25.216205306386253158998361684805817056758,1.3.6.1.4.1.14519.5.2.1.8700.9668.203994578759138749767763131520
2.25.216380017161103114145049464183339990518,1.3.6.1.4.1.14519.5.2.1.8700.9668.504114581784583229824817350570
2.25.216471305830656112371433185361515888118,1.3.6.1.4.1.14519.5.2.1.8700.9668.936563353017007299616900284273
2.25.216651256360033948390087713768194293238,1.3.6.1.4.1.14519.5.2.1.8700.9668.256012979678536277863403061763
2.25.21760194234922330010267347337189375478,1.3.6.1.4.1.14519.5.2.1.8700.9668.121388041019502065997801813373
2.25.218042867739472808345504963805985750518,1.3.6.1.4.1.14519.5.2.1.8700.9668.164113727631250969633212304190
2.25.218061311263424503940653364902184467958,1.3.6.1.4.1.14519.5.2.1.8700.9668.184052396663359148666902930970
2.25.218069197238580361241495738299281161718,1.3.6.1.4.1.14519.5.2.1.8700.9668.134157640854955599695505619367
2.25.218078570722487423855276430484045413878,1.3.6.1.4.1.14519.5.2.1.8700.9668.267229126642253041106790726184
2.25.218199693945057606031946064539879587318,1.3.6.1.4.1.14519.5.2.1.8700.9668.126261039950018318316432065501
2.25.218232292372524100093648928198245334518,1.3.6.1.4.1.14519.5.2.1.8700.9668.259847085679606976785868891748
2.25.218356110541042204971761806651550186998,1.3.6.1.4.1.14519.5.2.1.8700.9668.145544377408185821079079882269
2.25.218409805051341372198635703257571900918,1.3.6.1.4.1.14519.5.2.1.8700.9668.266004730609331055171768361350
2.25.218421195684266047982451527071311707638,1.3.6.1.4.1.14519.5.2.1.8700.9668.237003634560698875814529515172
2.25.21843664273257608060495649630626364918,1.3.6.1.4.1.14519.5.2.1.8700.9668.593897930526360662340263140180
2.25.218548064533181764608883444934424247798,1.3.6.1.4.1.14519.5.2.1.8700.9668.264081990266882563346650647403
2.25.218555227551354679247645277242974125558,1.3.6.1.4.1.14519.5.2.1.8700.9668.931722624449001530222641942644
2.25.218566178467977400864387456887789567478,1.3.6.1.4.1.14519.5.2.1.8700.9668.292514869600759977626797234341
2.25.218566661363627925305525089538166865398,1.3.6.1.4.1.14519.5.2.1.8700.9668.256614033967558506477171572704
2.25.218692433694774444513524712753006755318,1.3.6.1.4.1.14519.5.2.1.8700.9668.177207408193873583480473974858
2.25.218704058843060162519779813456839556598,1.3.6.1.4.1.14519.5.2.1.8700.9668.992243558929570738662151617219
2.25.218755985376912823937960310129609522678,1.3.6.1.4.1.14519.5.2.1.8700.9668.187056175824721012895707316423
2.25.218801232580524720301159983079646412278,1.3.6.1.4.1.14519.5.2.1.8700.9668.229414423429710008127015039008
2.25.218890922821898993244532754508624281078,1.3.6.1.4.1.14519.5.2.1.8700.9668.278241841015697569694593249410
2.25.21889867364650239022928388688424058358,1.3.6.1.4.1.14519.5.2.1.8700.9668.212079199556161989926706742390
2.25.218917870696814969973678446612452064758,1.3.6.1.4.1.14519.5.2.1.8700.9668.931531564138198175154061715016
2.25.218945578765950271069143348770483322358,1.3.6.1.4.1.14519.5.2.1.8700.9668.199771809067758763895791117884
2.25.219106417085684791101640186570022174198,1.3.6.1.4.1.14519.5.2.1.8700.9668.273561351720216272964801767812
2.25.219147938981095266755686211083514265078,1.3.6.1.4.1.14519.5.2.1.8700.9668.243803865253203456342748259883
2.25.219314049538904298508528211265228226038,1.3.6.1.4.1.14519.5.2.1.8700.9668.173122971875996164478471019977
2.25.220676320352919250951804444171891752438,1.3.6.1.4.1.14519.5.2.1.8700.9668.603603001549424943231466283501
2.25.220676401165645015501428789586721095158,1.3.6.1.4.1.14519.5.2.1.8700.9668.315119378458401495874824598301
2.25.220705847896806692127782182066742476278,1.3.6.1.4.1.14519.5.2.1.8700.9668.103485270510039705289578183595
2.25.220844339121022438761217384859649555958,1.3.6.1.4.1.14519.5.2.1.8700.9668.275771449618861079590076722908
2.25.220851738635260458479026933896891186678,1.3.6.1.4.1.14519.5.2.1.8700.9668.291583886404676518038586443918
2.25.221031485944401445409655534863336979958,1.3.6.1.4.1.14519.5.2.1.8700.9668.199196705379951450444122375260
2.25.221037226817057229003557563057978326518,1.3.6.1.4.1.14519.5.2.1.8700.9668.192756429018870816600469251956
2.25.221120869176645975578720131309507296758,1.3.6.1.4.1.14519.5.2.1.8700.9668.291082024273760619418831201669
2.25.221271119048601276753819279927803493878,1.3.6.1.4.1.14519.5.2.1.8700.9668.139433295669839732834349112136
2.25.22129315074949786988542164860046786038,1.3.6.1.4.1.14519.5.2.1.8700.9668.993062708958115992275775934653
2.25.221358338955868354935145884656409886198,1.3.6.1.4.1.14519.5.2.1.8700.9668.179115940120358921189693215594
2.25.221362593508195370930074657966542929398,1.3.6.1.4.1.14519.5.2.1.8700.9668.255838597856082674657472417392
2.25.221842643283122299692700948245144780278,1.3.6.1.4.1.14519.5.2.1.8700.9668.279551212436571756564764066955
2.25.22188176846008134535513912402509413878,1.3.6.1.4.1.14519.5.2.1.8700.9668.101616458542637064205896023076
2.25.221959896209953660056479137679005040118,1.3.6.1.4.1.14519.5.2.1.8700.9668.139358922550370989881125675870
2.25.223324537530591039288736169420662619638,1.3.6.1.4.1.14519.5.2.1.8700.9668.713069966461122313434028101932
2.25.223327266940789655695166267009751694838,1.3.6.1.4.1.14519.5.2.1.8700.9668.124399569046906794591559066317
2.25.223370065994179861290334299451723202038,1.3.6.1.4.1.14519.5.2.1.8700.9668.129610161527027729849398434752
2.25.223397045560360843725215028973131120118,1.3.6.1.4.1.14519.5.2.1.8700.9668.304234569639249302415768012857
2.25.223401665354517050478740108520875212278,1.3.6.1.4.1.14519.5.2.1.8700.9668.252942766362450332370489185750
2.25.223478333655100478935586005066175856118,1.3.6.1.4.1.14519.5.2.1.8700.9668.173269891680835301881050729787
2.25.223508983465909934665905755511083089398,1.3.6.1.4.1.14519.5.2.1.8700.9668.116051276877031118026767329042
2.25.223510356093825494295554563660022660598,1.3.6.1.4.1.14519.5.2.1.8700.9668.322395325843663786524566077898
2.25.223598872173831305841444198767656549878,1.3.6.1.4.1.14519.5.2.1.8700.9668.311946421293842260018569795741
2.25.223695841106495764249511689079351786998,1.3.6.1.4.1.14519.5.2.1.8700.9668.188876289405503249927924946508
2.25.223709513510500850846250206958861270518,1.3.6.1.4.1.14519.5.2.1.8700.9668.182265976498972170718673091651
2.25.22373700284337223907674770690654453238,1.3.6.1.4.1.14519.5.2.1.8700.9668.334418705549879145080284996023
2.25.223880839262107384049114302171106098678,1.3.6.1.4.1.14519.5.2.1.8700.9668.179069387492338232598290633713
